UDI,Product_ID,Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure,TWF,HDF,PWF,OSF,RNF,Temp_Delta,Power_Watts
1645,L48824,L,298,307.8,1622,33.3,121,0,0,0,0,0,0,9.8,54012.6
1646,L48825,L,297.9,307.8,1538,38.5,123,0,0,0,0,0,0,9.9,59213
1647,M16506,M,297.9,307.7,1527,42.8,125,0,0,0,0,0,0,9.8,65355.6
1648,L48827,L,297.8,307.8,1761,28.9,128,0,0,0,0,0,0,10,50892.9
1649,L48828,L,297.9,307.8,1373,50.2,130,0,0,0,0,0,0,9.9,68924.6
1650,H31063,H,298,307.9,1482,37.8,132,0,0,0,0,0,0,9.9,56019.6
1651,M16510,M,298,307.9,1417,51,137,0,0,0,0,0,0,9.9,72267
1652,L48831,L,298,307.8,1414,51.7,140,0,0,0,0,0,0,9.8,73103.8
1653,H31066,H,297.9,307.8,1635,34,142,0,0,0,0,0,0,9.9,55590
1654,L48833,L,298,307.8,1386,57.3,147,0,0,0,0,0,0,9.8,79417.8
1655,L48834,L,298.2,308.1,1379,62.3,149,0,0,0,0,0,0,9.9,85911.7
1656,M16515,M,298.2,308,1577,35.9,151,0,0,0,0,0,0,9.8,56614.3
1657,L48836,L,298.2,308.1,1532,42.5,154,0,0,0,0,0,0,9.9,65110
1658,M16517,M,298.1,308,1374,48.8,156,0,0,0,0,0,0,9.9,67051.2
1659,H31072,H,298.1,308,1570,35.3,159,0,0,0,0,0,0,9.9,55421
1660,L48839,L,298.1,308,1697,31,164,0,0,0,0,0,0,9.9,52607
1661,L48840,L,298.2,308,1499,44.1,166,0,0,0,0,0,0,9.8,66105.9
1662,M16521,M,298.2,308,1411,47.2,168,0,0,0,0,0,0,9.8,66599.2
1663,H31076,H,298.2,307.9,1462,45.5,171,0,0,0,0,0,0,9.7,66521
1664,M16523,M,298.1,307.9,1759,28.6,176,0,0,0,0,0,0,9.8,50307.4
1665,L48844,L,298.2,308,1535,38,179,0,0,0,0,0,0,9.8,58330
1666,H31079,H,298.2,307.9,1491,39.7,181,0,0,0,0,0,0,9.7,59192.7
1667,L48846,L,298.2,307.9,1551,36,186,0,0,0,0,0,0,9.7,55836
1668,L48847,L,298.2,307.9,1769,27.2,188,0,0,0,0,0,0,9.7,48116.8
1669,L48848,L,298.2,307.9,1551,34.1,190,0,0,0,0,0,0,9.7,52889.1
1670,L48849,L,298.2,307.9,1544,31.4,192,0,0,0,0,0,0,9.7,48481.6
1671,L48850,L,298.2,307.8,1528,31.1,194,0,0,0,0,0,0,9.6,47520.8
1672,L48851,L,298.1,307.9,1614,35.8,196,0,0,0,0,0,0,9.8,57781.2
1673,L48852,L,298.1,307.8,1432,49.8,198,0,0,0,0,0,0,9.7,71313.6
1674,M16533,M,298.1,307.8,1384,43.7,200,0,0,0,0,0,0,9.7,60480.8
1675,L48854,L,298.1,307.8,1540,37.8,203,0,0,0,0,0,0,9.7,58212
1676,L48855,L,298,307.7,1407,43.9,205,0,0,0,0,0,0,9.7,61767.3
1677,H31090,H,297.9,307.6,1418,43,207,0,0,0,0,0,0,9.7,60974
1678,M16537,M,297.9,307.5,1647,30.8,212,0,0,0,0,0,0,9.6,50727.6
1679,L48858,L,298,307.5,1644,32.8,215,0,0,0,0,0,0,9.5,53923.2
1680,L48859,L,298,307.5,1792,27.9,217,0,0,0,0,0,0,9.5,49996.8
1681,M16540,M,297.9,307.4,1610,34.6,219,0,0,0,0,0,0,9.5,55706
1682,M16541,M,297.8,307.3,1804,26,222,0,0,0,0,0,0,9.5,46904
1683,H31096,H,297.9,307.4,1604,36.1,225,1,1,0,0,0,0,9.5,57904.4
1684,M16543,M,297.9,307.4,1403,52.8,0,0,0,0,0,0,0,9.5,74078.4
1685,L48864,L,297.8,307.3,1438,44.5,3,0,0,0,0,0,0,9.5,63991
1686,L48865,L,297.9,307.3,1824,26.3,5,0,0,0,0,0,0,9.4,47971.2
1687,H31100,H,297.9,307.3,1663,28.7,7,0,0,0,0,0,0,9.4,47728.1
1688,L48867,L,297.9,307.3,1502,36.7,12,0,0,0,0,0,0,9.4,55123.4
1689,L48868,L,297.9,307.4,1606,35.5,14,0,0,0,0,0,0,9.5,57013
1690,L48869,L,297.9,307.5,1561,37.7,16,0,0,0,0,0,0,9.6,58849.7
1691,M16550,M,297.9,307.4,1435,42.9,18,0,0,0,0,0,0,9.5,61561.5
1692,L48871,L,297.9,307.5,1602,38.3,21,0,0,0,0,0,0,9.6,61356.6
1693,M16552,M,298.1,307.6,1764,27.7,23,0,0,0,0,0,0,9.5,48862.8
1694,H31107,H,298,307.5,1683,27.8,26,0,0,0,0,0,0,9.5,46787.4
1695,L48874,L,298,307.5,1618,35.2,31,0,0,0,0,0,0,9.5,56953.6
1696,L48875,L,298,307.6,1509,41.6,33,0,0,0,0,0,0,9.6,62774.4
1697,L48876,L,297.9,307.6,1550,39,35,0,0,0,0,0,0,9.7,60450
1698,M16557,M,297.9,307.6,1519,44,37,0,0,0,0,0,0,9.7,66836
1699,L48878,L,297.9,307.6,1481,38,40,0,0,0,0,0,0,9.7,56278
1700,L48879,L,298.1,307.7,1289,48.3,42,0,0,0,0,0,0,9.6,62258.7
1701,M16560,M,298,307.6,1844,23.8,44,0,0,0,0,0,0,9.6,43887.2
1702,L48881,L,298,307.7,1479,42.5,47,0,0,0,0,0,0,9.7,62857.5
1703,L48882,L,298,307.7,1430,47.3,49,0,0,0,0,0,0,9.7,67639
1704,M16563,M,298.1,307.8,1636,36.7,51,0,0,0,0,0,0,9.7,60041.2
1705,M16564,M,298.1,307.8,1503,44.7,54,0,0,0,0,0,0,9.7,67184.1
1706,M16565,M,298.1,307.8,1608,32.6,57,0,0,0,0,0,0,9.7,52420.8
1707,L48886,L,298.2,307.8,1521,42.9,60,0,0,0,0,0,0,9.6,65250.9
1708,L48887,L,298.2,307.8,1439,41.6,62,0,0,0,0,0,0,9.6,59862.4
1709,L48888,L,298.2,307.8,1627,31.5,64,0,0,0,0,0,0,9.6,51250.5
1710,L48889,L,298.2,307.8,1749,26.1,66,0,0,0,0,0,0,9.6,45648.9
1711,L48890,L,298.2,307.8,1530,35.9,68,0,0,0,0,0,0,9.6,54927
1712,L48891,L,298.2,307.8,1355,51.3,70,0,0,0,0,0,0,9.6,69511.5
1713,L48892,L,298.3,307.9,1551,33.8,72,0,0,0,0,0,0,9.6,52423.8
1714,L48893,L,298.2,307.8,1515,46.7,74,0,0,0,0,0,0,9.6,70750.5
1715,L48894,L,298.2,307.8,1388,48.6,76,0,0,0,0,0,0,9.6,67456.8
1716,L48895,L,298.2,307.8,1585,34.6,78,0,0,0,0,0,0,9.6,54841
1717,L48896,L,298.1,307.7,1523,37.7,80,0,0,0,0,0,0,9.6,57417.1
1718,L48897,L,298.2,307.6,1369,54.5,82,0,0,0,0,0,0,9.4,74610.5
1719,M16578,M,298.2,307.7,1681,31,84,0,0,0,0,0,0,9.5,52111
1720,L48899,L,298.2,307.7,1503,38.3,87,0,0,0,0,0,0,9.5,57564.9
1721,L48900,L,298.2,307.7,1459,44.5,89,0,0,0,0,0,0,9.5,64925.5
1722,L48901,L,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,9.5,54691.2
1723,M16582,M,298.2,307.7,1952,21.6,93,0,0,0,0,0,0,9.5,42163.2
1724,L48903,L,298.2,307.8,2029,19.9,96,0,0,0,0,0,0,9.6,40377.1
1725,M16584,M,298.3,307.8,1457,52.5,98,0,0,0,0,0,0,9.5,76492.5
1726,M16585,M,298.3,307.8,1392,50.4,101,0,0,0,0,0,0,9.5,70156.8
1727,L48906,L,298.3,307.8,1906,22.1,104,0,0,0,0,0,0,9.5,42122.6
1728,M16587,M,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,9.4,53506.8
1729,L48908,L,298.3,307.7,1465,49.4,109,0,0,0,0,0,0,9.4,72371
1730,M16589,M,298.3,307.7,1439,43.8,111,0,0,0,0,0,0,9.4,63028.2
1731,M16590,M,298.3,307.8,1330,55.4,114,0,0,0,0,0,0,9.5,73682
1732,M16591,M,298.3,307.9,1485,42,117,0,0,0,0,0,0,9.6,62370
1733,H31146,H,298.4,307.9,1700,28.2,120,0,0,0,0,0,0,9.5,47940
1734,L48913,L,298.4,308,1515,42.8,125,0,0,0,0,0,0,9.6,64842
1735,M16594,M,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,9.6,58839.2
1736,L48915,L,298.4,308,1380,47.6,130,0,0,0,0,0,0,9.6,65688
1737,L48916,L,298.4,307.9,1544,35.9,132,0,0,0,0,0,0,9.5,55429.6
1738,L48917,L,298.4,307.9,1743,27.3,134,0,0,0,0,0,0,9.5,47583.9
1739,H31152,H,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,9.5,41687.2
1740,H31153,H,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,9.4,68292
1741,M16600,M,298.5,307.9,1640,33.1,146,0,0,0,0,0,0,9.4,54284
1742,M16601,M,298.5,308,1363,49.2,149,0,0,0,0,0,0,9.5,67059.6
1743,L48922,L,298.5,308,1379,49.6,152,0,0,0,0,0,0,9.5,68398.4
1744,M16603,M,298.5,308,1713,25.8,154,0,0,0,0,0,0,9.5,44195.4
1745,M16604,M,298.5,308,1461,51.9,157,0,0,0,0,0,0,9.5,75825.9
1746,L48925,L,298.5,308,1624,29.8,160,0,0,0,0,0,0,9.5,48395.2
1747,L48926,L,298.4,308,1526,41.1,162,0,0,0,0,0,0,9.6,62718.6
1748,L48927,L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0,9.5,33810.2
1749,H31162,H,298.4,307.7,1626,31.1,166,0,0,0,0,0,1,9.3,50568.6
1750,L48929,L,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,9.4,53268.8
1751,M16610,M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0,9.4,51097.2
1752,L48931,L,298.3,307.6,1942,20.6,176,0,0,0,0,0,0,9.3,40005.2
1753,L48932,L,298.2,307.6,1492,37.2,178,0,0,0,0,0,0,9.4,55502.4
1754,L48933,L,298.2,307.5,1470,51.3,180,0,0,0,0,0,0,9.3,75411
1755,M16614,M,298,307.4,1463,46.5,182,0,0,0,0,0,0,9.4,68029.5
1756,L48935,L,298,307.3,1424,46.5,185,0,0,0,0,0,0,9.3,66216
1757,M16616,M,298.1,307.4,1363,60.1,187,0,0,0,0,0,0,9.3,81916.3
1758,M16617,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,9.3,75027
1759,L48938,L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,9.3,54511.2
1760,H31173,H,298,307.4,1606,35.2,195,0,0,0,0,0,0,9.4,56531.2
1761,L48940,L,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,9.4,55740.4
1762,L48941,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,9.5,39585
1763,H31176,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,9.4,70956
1764,L48943,L,298.2,307.6,1511,31,209,1,1,0,0,0,0,9.4,46841
1765,H31178,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,9.4,73412.6
1766,L48945,L,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,9.4,70862.4
1767,M16626,M,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,9.4,46530.7
1768,M16627,M,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,9.4,62928
1769,M16628,M,298.3,307.8,1485,42,13,0,0,0,0,0,0,9.5,62370
1770,L48949,L,298.4,307.9,1981,23.2,16,0,0,0,0,0,0,9.5,45959.2
1771,H31184,H,298.4,307.9,1605,31,18,0,0,0,0,0,0,9.5,49755
1772,L48951,L,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,9.5,65503.8
1773,L48952,L,298.4,308,1508,47.9,25,0,0,0,0,0,0,9.6,72233.2
1774,L48953,L,298.5,308,1384,59.5,27,0,0,0,0,0,0,9.5,82348
1775,M16634,M,298.5,308,1519,37.3,29,0,0,0,0,0,0,9.5,56658.7
1776,L48955,L,298.5,308,1404,48.1,32,0,0,0,0,0,0,9.5,67532.4
1777,L48956,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,9.6,48640.4
1778,H31191,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,9.6,57224
1779,L48958,L,298.6,308.2,1325,54,41,0,0,0,0,0,0,9.6,71550
1780,M16639,M,298.6,308.2,1488,44,43,0,0,0,0,0,0,9.6,65472
1781,L48960,L,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,9.7,51518.5
1782,L48961,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,9.6,47533.2
1783,L48962,L,298.4,308,1571,37.4,50,0,0,0,0,0,0,9.6,58755.4
1784,H31197,H,298.3,308,1553,41,52,0,0,0,0,0,0,9.7,63673
1785,L48964,L,298.3,308,2886,3.8,57,1,0,0,1,0,0,9.7,10966.8
1786,L48965,L,298.2,308,1538,38.2,59,0,0,0,0,0,0,9.8,58751.6
1787,L48966,L,298.4,308.2,1618,33,61,0,0,0,0,0,0,9.8,53394
1788,L48967,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,9.8,62607.6
1789,L48968,L,298.3,308,1442,47.3,65,0,0,0,0,0,0,9.7,68206.6
1790,L48969,L,298.2,307.9,1313,67.3,67,1,0,0,1,0,0,9.7,88364.9
1791,L48970,L,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,9.7,43589.2
1792,L48971,L,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,9.7,62179.2
1793,M16652,M,298.1,307.7,1445,48,73,0,0,0,0,0,0,9.6,69360
1794,L48973,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0,9.7,49660.2
1795,M16654,M,298.1,307.8,1514,43.5,78,0,0,0,0,0,0,9.7,65859
1796,M16655,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,9.6,57373.4
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,9.5,57208.2
1798,M16657,M,298,307.6,1508,41.8,89,0,0,0,0,0,0,9.6,63034.4
1799,M16658,M,298,307.5,1431,52.9,92,0,0,0,0,0,0,9.5,75699.9
1800,M16659,M,298,307.5,1427,45.1,95,0,0,0,0,0,0,9.5,64357.7
1801,M16660,M,298,307.5,1524,36.3,98,0,0,0,0,0,0,9.5,55321.2
1802,M16661,M,298,307.5,1427,43.6,101,0,0,0,0,0,0,9.5,62217.2
1803,H31216,H,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,9.5,65973.6
1804,L48983,L,298.1,307.7,1388,40.3,109,0,0,0,0,0,0,9.6,55936.4
1805,L48984,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,9.6,71909.5
1806,H31219,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,9.6,77331.2
1807,H31220,H,298,307.6,1593,32.2,118,0,0,0,0,0,0,9.6,51294.6
1808,L48987,L,298,307.6,1654,28.9,123,0,0,0,0,0,0,9.6,47800.6
1809,L48988,L,298.1,307.7,2567,12.8,125,1,0,0,1,0,0,9.6,32857.6
1810,L48989,L,298.1,307.7,1767,27,127,0,0,0,0,0,0,9.6,47709
1811,L48990,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,9.5,73383.2
1812,M16671,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0,9.7,48952.8
1813,L48992,L,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,9.6,54316.8
1814,L48993,L,298.1,307.7,1479,45,136,0,0,0,0,0,0,9.6,66555
1815,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,9.6,56265
1816,M16675,M,298.1,307.6,1565,36.3,140,0,0,0,0,0,0,9.5,56809.5
1817,L48996,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,9.5,67890
1818,L48997,L,298.1,307.7,1664,27.6,145,0,0,0,0,0,0,9.6,45926.4
1819,M16678,M,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,9.6,58691.5
1820,M16679,M,298.1,307.6,2066,19.2,150,0,0,0,0,0,0,9.5,39667.2
1821,L49000,L,298.1,307.5,1493,43.7,153,0,0,0,0,0,0,9.4,65244.1
1822,L49001,L,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,9.5,58628.2
1823,L49002,L,298.1,307.6,1488,39.4,157,0,0,0,0,0,0,9.5,58627.2
1824,L49003,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0,9.6,68861.8
1825,L49004,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,9.4,79843.4
1826,M16685,M,298,307.5,1784,27.8,163,0,0,0,0,0,0,9.5,49595.2
1827,H31240,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,9.5,60791.6
1828,M16687,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0,9.4,67876
1829,L49008,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0,9.4,76061.3
1830,L49009,L,297.8,307.2,1880,23,176,0,0,0,0,0,0,9.4,43240
1831,L49010,L,297.8,307.3,1859,24,178,0,0,0,0,0,0,9.5,44616
1832,M16691,M,297.8,307.3,1315,54,180,0,0,0,0,0,0,9.5,71010
1833,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0,9.6,68761
1834,L49013,L,297.8,307.3,1327,61,186,1,0,0,0,1,0,9.5,80947
1835,L49014,L,297.8,307.2,1498,38.1,188,0,0,0,0,0,0,9.4,57073.8
1836,H31249,H,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,9.5,55669
1837,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,9.5,54344.4
1838,L49017,L,297.7,307.2,1392,43,197,0,0,0,0,0,0,9.5,59856
1839,M16698,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0,9.4,57657.6
1840,L49019,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0,9.4,51793
1841,M16700,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,9.5,61398.5
1842,L49021,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0,9.5,63050.4
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,9.4,41737.5
1844,L49023,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,9.5,58643.2
1845,M16704,M,297.6,307.1,1471,44.9,14,0,0,0,0,0,0,9.5,66047.9
1846,L49025,L,297.7,307.2,1444,40,17,0,0,0,0,0,0,9.5,57760
1847,H31260,H,297.7,307.3,1514,38.6,19,0,0,0,0,0,0,9.6,58440.4
1848,L49027,L,297.8,307.3,1412,50.7,24,0,0,0,0,0,0,9.5,71588.4
1849,H31262,H,297.7,307.2,1429,44.1,26,0,0,0,0,0,0,9.5,63018.9
1850,L49029,L,297.7,307.2,1668,32.7,31,0,0,0,0,0,0,9.5,54543.6
1851,M16710,M,297.7,307.2,1372,52.8,33,0,0,0,0,0,0,9.5,72441.6
1852,M16711,M,297.7,307.3,1365,49.2,36,0,0,0,0,0,0,9.6,67158
1853,M16712,M,297.6,307.1,1526,39.1,39,0,0,0,0,0,0,9.5,59666.6
1854,L49033,L,297.6,307.2,1486,40.6,42,0,0,0,0,0,0,9.6,60331.6
1855,M16714,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0,9.6,62622
1856,H31269,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0,9.6,78437.2
1857,M16716,M,297.8,307.4,1752,26.1,52,0,0,0,0,0,0,9.6,45727.2
1858,L49037,L,297.7,307.4,1643,36.5,55,0,0,0,0,0,0,9.7,59969.5
1859,M16718,M,297.8,307.4,1488,36.1,57,0,0,0,0,0,0,9.6,53716.8
1860,L49039,L,297.8,307.4,1355,45.8,60,0,0,0,0,0,0,9.6,62059
1861,L49040,L,297.8,307.6,1607,30.3,62,0,0,0,0,0,0,9.8,48692.1
1862,M16721,M,297.9,307.6,1609,30.3,64,0,0,0,0,0,0,9.7,48752.7
1863,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0,9.8,67354.8
1864,M16723,M,297.9,307.7,1517,39.5,69,0,0,0,0,0,0,9.8,59921.5
1865,L49044,L,297.9,307.7,1546,37.6,72,0,0,0,0,0,0,9.8,58129.6
1866,L49045,L,297.9,307.7,1567,34.7,74,0,0,0,0,0,0,9.8,54374.9
1867,M16726,M,298.1,307.9,1662,28.9,76,0,0,0,0,0,0,9.8,48031.8
1868,L49047,L,298.1,307.9,1502,41.8,79,0,0,0,0,0,0,9.8,62783.6
1869,L49048,L,298.3,308,1361,56.9,81,0,0,0,0,0,0,9.7,77440.9
1870,M16729,M,298.3,308.1,1630,32.7,83,0,0,0,0,0,0,9.8,53301
1871,L49050,L,298.3,308,1486,42.3,86,0,0,0,0,0,0,9.7,62857.8
1872,L49051,L,298.3,308.1,1840,21.5,88,0,0,0,0,0,0,9.8,39560
1873,L49052,L,298.3,308.1,1326,58.4,90,0,0,0,0,0,0,9.8,77438.4
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0,9.7,79012.6
1875,L49054,L,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,9.7,52254.6
1876,L49055,L,298.3,308,1363,50.1,96,0,0,0,0,0,0,9.7,68286.3
1877,L49056,L,298.3,308,1242,62,98,0,0,0,0,0,0,9.7,77004
1878,M16737,M,298.2,307.8,1566,33.8,100,0,0,0,0,0,0,9.6,52930.8
1879,M16738,M,298.1,307.7,1424,47.7,103,0,0,0,0,0,0,9.6,67924.8
1880,M16739,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,0,9.5,54350.4
1881,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,9.6,49615.5
1882,L49061,L,298,307.6,1548,45.8,111,0,0,0,0,0,0,9.6,70898.4
1883,M16742,M,298,307.6,1581,43.4,113,0,0,0,0,0,0,9.6,68615.4
1884,M16743,M,298,307.6,1472,46.7,116,0,0,0,0,0,0,9.6,68742.4
1885,M16744,M,298,307.6,1792,26,119,0,0,0,0,0,0,9.6,46592
1886,L49065,L,298,307.6,1683,32.8,122,0,0,0,0,0,0,9.6,55202.4
1887,L49066,L,297.9,307.6,1503,40.7,124,0,0,0,0,0,0,9.7,61172.1
1888,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0,9.6,53200.8
1889,M16748,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0,9.6,46218.6
1890,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0,9.7,57566.4
1891,L49070,L,297.8,307.4,1512,40.8,137,0,0,0,0,0,0,9.6,61689.6
1892,L49071,L,297.7,307.4,1764,29,139,0,0,0,0,0,0,9.7,51156
1893,M16752,M,297.8,307.4,1438,43.6,141,0,0,0,0,0,0,9.6,62696.8
1894,L49073,L,297.8,307.5,1631,29.9,144,0,0,0,0,0,0,9.7,48766.9
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,9.6,43804
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,9.7,72979.2
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,9.6,56349.2
1898,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,9.6,58421.6
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,9.7,74225.2
1900,L49079,L,297.8,307.5,1388,40,159,0,0,0,0,0,0,9.7,55520
1901,H31314,H,297.9,307.6,1493,36,161,0,0,0,0,0,0,9.7,53748
1902,M16761,M,297.9,307.6,1505,40.1,166,0,0,0,0,0,0,9.7,60350.5
1903,L49082,L,298,307.6,1694,29.1,169,0,0,0,0,0,0,9.6,49295.4
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,9.7,40147.2
1905,M16764,M,298,307.6,1569,35.6,173,0,0,0,0,0,0,9.6,55856.4
1906,L49085,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,9.7,49091.7
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,9.7,74932
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,9.7,63769.6
1909,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,9.7,39935.4
1910,L49089,L,298,307.7,1435,45.6,184,0,0,0,0,0,0,9.7,65436
1911,H31324,H,298,307.7,1547,36.8,186,0,0,0,0,0,0,9.7,56929.6
1912,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,9.7,75275.2
1913,M16772,M,298,307.7,1621,34.9,194,0,0,0,0,0,0,9.7,56572.9
1914,M16773,M,298,307.8,1492,40.2,197,0,0,0,0,0,0,9.8,59978.4
1915,L49094,L,298,307.7,1643,32.3,200,0,0,0,0,0,0,9.7,53068.9
1916,L49095,L,298,307.7,1492,38.7,202,0,0,0,0,0,0,9.7,57740.4
1917,L49096,L,298,307.7,1387,50.8,204,0,0,0,0,0,0,9.7,70459.6
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,9.8,69199.9
1919,M16778,M,298.1,307.9,1496,40,0,0,0,0,0,0,0,9.8,59840
1920,L49099,L,298.2,308,1658,30,3,0,0,0,0,0,0,9.8,49740
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,9.8,37817.5
1922,L49101,L,298.1,307.9,1665,32,7,0,0,0,0,0,0,9.8,53280
1923,L49102,L,298,307.8,1716,26.6,9,0,0,0,0,0,0,9.8,45645.6
1924,L49103,L,298,307.7,1529,34.1,11,0,0,0,0,0,0,9.7,52138.9
1925,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,9.8,68597.1
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,9.8,57944.9
1927,L49106,L,298,307.7,1606,30.8,17,0,0,0,0,0,0,9.7,49464.8
1928,H31341,H,298,307.8,1314,47.8,19,0,0,0,0,0,0,9.8,62809.2
1929,L49108,L,298,307.8,1623,29.9,24,0,0,0,0,0,0,9.8,48527.7
1930,M16789,M,298,307.8,1483,50.9,26,0,0,0,0,0,0,9.8,75484.7
1931,M16790,M,298.1,307.9,1569,37,29,0,0,0,0,0,0,9.8,58053
1932,M16791,M,298.2,308,1969,21.7,32,0,0,0,0,0,0,9.8,42727.3
1933,M16792,M,298.1,308,1686,29.3,35,0,0,0,0,0,0,9.9,49399.8
1934,L49113,L,298.1,308,1638,35.1,38,0,0,0,0,0,0,9.9,57493.8
1935,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,9.8,56543.4
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,9.8,75872.7
1937,M16796,M,298.1,308,2129,18.4,45,0,0,0,0,0,0,9.9,39173.6
1938,L49117,L,298.2,308,1411,42.4,48,0,0,0,0,0,0,9.8,59826.4
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,9.8,61893.6
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,9.8,70231.7
1941,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,9.8,56176.8
1942,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,9.8,82935
1943,L49122,L,298.1,308,1456,42.4,59,0,0,0,0,0,0,9.9,61734.4
1944,L49123,L,298.1,308,1704,30.9,61,0,0,0,0,0,0,9.9,52653.6
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,10,48894.3
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,10,53004.8
1947,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,9.9,56607.8
1948,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,9.9,72953.8
